序号,产品ID,类型,线路名称,副标题,出发地,携程价格,天数,基础加成价,服务溢价,折扣空间,最终建议价,你的价格,评分,评论数,月销量,图片URL,标签
963,69588960,私家团,重庆5日4晚私家团,【山城奇遇记咨询领取优惠】 全程宿舒适5钻酒店【赠】两江游船票 【赏】洪崖洞夜景>奇遇漫游山城暖春亲子慢时光,重庆出发,2515,5,7600,500元,×1.15,9300,,,,,https://dimg04.c-ctrip.com/images/0301612000ros54nf0DF9_C_420_420.png,"免费退,成团保障"
964,21475331,拼小团,长江三峡+重庆6日5晚拼小团,三峡全景游&过葛洲坝船闸+登顶三峡大坝+西陵峡精华段，白帝城+瞿塘峡+三峡之巅精华游,重庆出发,3372,6,8200,600元,×1.15,10100,,3.3,111,111,"https://dimg04.c-ctrip.com/images/0303112000o409sh179B6_C_420_420.jpg?proc=crop/m_c,w_3259,h_3259,x_695,y_0,25EA","0购物,成团保障,0自费"
965,68351914,自由行,重庆仙女山国家森林公园2日1晚自由行,陈家花园酒店1晚【双人套餐】,重庆出发,166,2,400,200元,×1.15,600,,,,,"https://dimg04.c-ctrip.com/images/0300m12000r0xpr9rB3F6_R_420_420.jpg?proc=crop/m_c,w_1500,h_1500,x_0,y_0,g_center,5344",
966,59979473,私家团,重庆+长江三峡+武汉5日4晚私家团,高端世纪邮轮【指定180度一线江景/全静音客房·免费WIFI+奢牌酒店任选#中西自助餐·赠2夜宵+登船晚餐】黄鹤楼+省博vip精讲+武大进校·解放碑洪崖洞+长江三峡核心景区/观巫峡+瞿塘峡,重庆出发,6313,5,19200,500元,×1.15,22600,,5.0,,21,"https://dimg04.c-ctrip.com/images/0304s1200090ewmu0F1FD_R_420_420.jpg?proc=crop/m_c,w_640,h_640,x_0,y_0,g_center,9FEC",成团保障
967,2572244,跟团游,长江三峡+三峡大坝+瞿塘峡+巫峡+重庆5日4晚跟团游,美维邮轮&江景阳台房+华美达酒店|赠行李搬运+船载wifi+全程自助餐+重庆20人金牌导游团,重庆出发,2260,5,5000,500元,×1.15,6300,,4.7,6511,6511,"https://dimg04.c-ctrip.com/images/0306f12000r7vy5717F4A_R_420_420.jpg?proc=crop/m_c,w_1280,h_1280,x_0,y_0,g_center,D261","0购物,成团保障"
968,68925557,私家团,武隆区+重庆3日2晚私家团,【山水山城】资深司导陪玩 探游渝东南『天生三桥+龙水峡地缝+九黎城+乌江画廊』赠乌江画廊游船+打卡市内热门『洪崖洞+磁器口等』携程4钻酒店自选|核心商圈上门接+行程管家服务,重庆出发,2371,3,7200,300元,×1.15,8600,,,,,"https://dimg04.c-ctrip.com/images/0304512000rdsk2829E99_C_420_420.jpg?proc=crop/m_c,w_1500,h_1500,x_0,y_250,BE39","成团保障,上门接"
969,23523609,跟团游,武汉黄鹤楼+东湖生态旅游风景区+长江三峡+重庆6日5晚跟团游,美维游轮&江景阳台房+自助餐|重庆港行李搬运+全船wifi|汉渝20人精品团+赠三大上岸景点,重庆出发,3022,6,6700,600元,×1.15,8300,,,,15,"https://dimg04.c-ctrip.com/images/0305512000qlm08a2B074_C_420_420.jpg?proc=crop/m_c,w_799,h_799,x_0,y_402,BB7C","0购物,成团保障"
970,68388372,自由行,重庆黑山谷风景区+万盛石林2日1晚自由行,白玉兰酒店【双人套餐】,重庆出发,150,2,400,200元,×1.15,600,,,,,"https://dimg04.c-ctrip.com/images/0301712000r491ch4B4BC_R_420_420.jpg?proc=crop/m_c,w_1500,h_1500,x_0,y_0,g_center,5344",
971,40831516,自由行,奉节+白帝城·瞿塘峡景区2日1晚自由行,【私藏路线·走进诗城·感受夔州城悠闲烂漫时光】【白帝城+瞿塘峡+夔州古城+商务型酒店】亲子/家庭/自驾优选不跟团更自由,重庆出发,189,2,500,200元,×1.15,800,,,,,"https://dimg04.c-ctrip.com/images/0582g12000n9msvdeCBCF_R_420_420.jpg?proc=crop/m_c,w_1280,h_1280,x_-7,y_0,g_center,CCE5",
972,40825363,自由行,奉节+白帝城·瞿塘峡景区+三峡之巅景区2日1晚自由行,【私藏路线·走进诗城·感受夔州城悠闲烂漫时光】【白帝城景点门票+瞿塘峡深度游船+三峡之巅索道往返+精选商务型酒店】亲子/家庭/自驾优选不跟团更自由,重庆出发,325,2,800,200元,×1.15,1100,,,,3,https://dimg04.c-ctrip.com/images/03024120009ru8ppcF322_C_420_420.jpg,
973,61538941,跟团游,重庆+长江三峡+宜昌5日4晚跟团游,7天外无损退『A线黄金游轮·B线美维游轮·美式服务·C线世纪系列D线华夏180度一线江景阳台房+市区5钻酒店』｜重庆20人精品团+长江三峡核心景区｜中西自助餐·专车接送站,重庆出发,3998,5,8900,500元,×1.15,10800,,,,,https://dimg04.c-ctrip.com/images/0303h12000klao74t106E_C_420_420.png,"0购物,成团保障"
974,67793518,私家团,重庆+武隆区+彭水4日3晚私家团,【新韵山城 赠乌江画廊游船】资深司导陪玩 漫游山水渝东南『武隆天坑+地缝+蚩尤九黎城+乌江画廊』携程4钻酒店随心选|赠24H接送机/站+行程管家服务,重庆出发,1949,4,5900,400元,×1.15,7200,,,,,"https://dimg04.c-ctrip.com/images/0104u12000eni7fmq7684_C_420_420.jpg?proc=crop/m_c,w_1376,h_1376,x_336,y_0,89A8",成团保障
975,35353764,私家团,宜昌+长江三峡+重庆+武隆区7日6晚私家团,世纪邮轮江景阳台房+中西自助餐+赠4景上岸游，重庆独立包车游+武隆天坑地缝仙女山2日全景，长江三峡核心精华段+重庆精华线路4选1,重庆出发,5666,7,17200,700元,×1.15,20500,,4.4,,82,"https://dimg04.c-ctrip.com/images/0301t12000814iw7rA27C_R_420_420.jpg?proc=crop/m_c,w_640,h_640,x_0,y_0,g_center,9FEC",成团保障
976,72202038,自由行,重庆3日2晚自由行,【游8D魔幻城市+打卡网红景点+专车接送机/站】洪崖洞+长江索道+来福士+龙门浩老街+磁器口,重庆出发,1456,3,4000,300元,×1.15,4900,,,,,"https://dimg04.c-ctrip.com/images/0HJ3p12000rr322ks69D2_R_420_420.jpg?proc=crop/m_c,w_3672,h_3672,x_0,y_0,g_center,C694",
977,27320553,跟团游,重庆+成都+九寨沟+黄龙风景名胜区6日5晚跟团游,『携程自营真纯玩』『川渝双城连游』《重庆+成都免费接送》升级头等保姆车+赠藏家晚会,重庆出发,1685,6,3700,600元,×1.15,4900,,4.5,11923,11923,"https://dimg04.c-ctrip.com/images/0305g12000nokipfh5E9F_R_420_420.jpg?proc=crop/m_c,w_1280,h_1280,x_0,y_0,g_center,D261","0购物,成团保障"
978,67786920,私家团,重庆+武隆区5日4晚私家团,【新韵山城 游山玩水 赠乌江画廊游船】资深司导陪玩 漫游雄奇渝东南『武隆天坑+地缝+蚩尤九黎城+乌江画廊』+打卡市内热门『洪崖洞+磁器口等』携程5钻酒店自选|赠24H接送机/站+行程管家服务,重庆出发,2711,5,8200,500元,×1.15,10000,,,,,https://dimg04.c-ctrip.com/images/0306o12000mb0mbk6D772_C_420_420.png,成团保障
979,33855169,跟团游,成都+峨眉山市+乐山+青城山+都江堰+重庆6日5晚跟团游,『成都重庆双城游』住峨眉景区半山酒店+二进峨眉山景区+「船游乐山大佛＆观全貌」,重庆出发,1862,6,4100,600元,×1.15,5400,,,,14,"https://dimg04.c-ctrip.com/images/0301l12000k9xpx64A4FA_R_420_420.jpg?proc=crop/m_c,w_2000,h_2000,x_0,y_0,g_center,0D6C","0购物,成团保障"
980,72454662,自由行,重庆+洪崖洞民俗风貌区+磁器口古镇+武隆天生三桥4日3晚自由行,【打卡网红景点+体验人文市井+赏自然奇观+红岩精神洗礼】李子坝轻轨穿楼+磁器口+《重庆1949》+【专车接送机/站】,重庆出发,1303,4,3500,400元,×1.15,4400,,,,,"https://dimg04.c-ctrip.com/images/0HJ3412000rq9c94i3A5E_R_420_420.jpg?proc=crop/m_c,w_1200,h_1200,x_0,y_0,g_center,4627",
981,69522101,私家团,重庆+仙女山国家森林公园+武隆天生三桥+乌江画廊5日4晚私家团,【热销-咨询客服领至高400补贴】【拒绝拼车，1单1团，私享专车】咨询领优惠+行程随调，1v1微管家，好司机保驾护航，赠儿童门票，安逸走四川，巴适又好玩,重庆出发,3593,5,10900,500元,×1.15,13100,,,,2,"https://dimg04.c-ctrip.com/images/0303n12000q7dt49f9302_R_420_420.jpg?proc=crop/m_c,w_1280,h_1280,x_0,y_0,g_center,D261",成团保障
982,68540004,跟团游,重庆+成都+九寨沟+黄龙风景名胜区6日5晚跟团游,『国旅自营5钻纯玩+升级五钻酒店+头等舱保姆车』《重庆+成都双网红自由活动+大熊猫》,重庆出发,2303,6,5100,600元,×1.15,6500,,,,,"https://dimg04.c-ctrip.com/images/0301m12000nga0pti263C_C_420_420.jpg?proc=crop/m_c,w_800,h_800,x_0,y_257,E65A","0购物,成团保障"
983,67781318,私家团,重庆+武隆区+彭水5日4晚私家团,【山水山城 赠乌江画廊游船】资深司导陪玩 饱览渝东南胜景『武隆天坑+地缝+蚩尤九黎城+乌江画廊』+打卡市内热门『洪崖洞+磁器口等』携程4钻酒店随心选|赠24H接送机/站+行程管家服务,重庆出发,2422,5,7300,500元,×1.15,8900,,,,,"https://dimg04.c-ctrip.com/images/350c15000000xpayx1E8E_C_420_420.jpg?proc=crop/m_c,w_504,h_504,x_198,y_0,A7BD",成团保障
984,69827849,跟团游,成都+重庆+九寨沟+三星堆博物馆+成都大熊猫繁育研究基地6日5晚跟团游,新品立减100『川渝双城妙享九寨沟·20人团金牌导游』2+1保姆车丨赠藏家土火锅/换装旅拍,重庆出发,2890,6,6500,600元,×1.15,8100,,,,,"https://dimg04.c-ctrip.com/images/0300h12000rqzpwro2970_R_420_420.jpg?proc=crop/m_c,w_1653,h_1653,x_0,y_0,g_center,51C3","0购物,成团保障"
985,35354339,自由行,重庆+长江三峡4日3晚自由行,重庆登船 | 全新首航世纪系列高端长江五星游轮 | 提前预定限额赠送楼层升舱或重庆游 | 阳台江景双人客房 | 赞不绝口舌尖美食盛宴 | 环球双层自助餐厅 | 国际化管理服务,重庆出发,2791,4,7600,400元,×1.15,9200,,4.6,242,242,https://dimg04.c-ctrip.com/images/0305e12000octh7thA8C7_C_420_420.jpg,
986,35175169,自由行,重庆4日3晚自由行,『自由重庆』可选包车游市区（解放碑、磁器口、洪崖洞等自由组合）/大足石刻/武隆（仙女山、天坑地缝）5座/7座别克商务任选&可自选重庆两江夜游船票『重庆市区繁华商圈5钻酒店任选3晚连住』,重庆出发,794,4,2100,400元,×1.15,2800,,,,,https://dimg04.c-ctrip.com/images/100d0y000000ltr6rA915_C_420_420.jpg,
987,62640212,自由行,重庆4日3晚自由行,山城微度假·赠24H接送机『自选特色民宿/客栈/星级酒店 YYDS』行程景点自由配（解放碑、洪崖洞等）/《黑神话:悟空》取景地大足石刻/武隆天坑地缝/梦幻奥陶纪||Citywalk游山城5座B级/7座别克商务任选,重庆出发,416,4,1100,400元,×1.15,1700,,,,,https://dimg04.c-ctrip.com/images/0303b12000lql1ham49BB_C_420_420.png,
988,62849257,跟团游,重庆+成都+九寨沟+黄龙风景名胜区6日5晚跟团游,『携程自营5钻纯玩+升级五钻酒店+头等舱保姆车』《重庆+成都双网红自由活动+大熊猫》,重庆出发,2303,6,5100,600元,×1.15,6500,,3.1,,21,"https://dimg04.c-ctrip.com/images/0300m12000nolfw69A1F1_R_420_420.jpg?proc=crop/m_c,w_1280,h_1280,x_0,y_0,g_center,D261","0购物,成团保障"
989,32883198,私家团,重庆+长江三峡+宜昌5日4晚私家团,长江三号&宿180度一线阳台江景房+全程自助餐·赠登船晚餐+2晚夜宵+码头行李搬运「5大核心景点全含+船游巫峡+瞿塘峡·夔门」重庆精华线路4选1,重庆出发,6049,5,18400,500元,×1.15,21700,,5.0,155,155,"https://dimg04.c-ctrip.com/images/0304e12000ljbjn8l74AA_R_420_420.jpg?proc=crop/m_c,w_1280,h_1280,x_0,y_0,g_center,D261",成团保障
990,39531091,私家团,重庆+长江三峡+武汉5日4晚私家团,【黄金游轮·指定180度一线江景阳台房#酒店自选入住】黄鹤楼省博精讲+武大进校｜三峡核心•丰都鬼城•小三峡•三峡大坝+观巫峡瞿塘峡,重庆出发,3902,5,11900,500元,×1.15,14200,,4.7,142,142,"https://dimg04.c-ctrip.com/images/0586512000rj05gyz334C_R_420_420.jpg?proc=crop/m_c,w_1280,h_1280,x_0,y_0,g_center,D261",成团保障
991,68766319,自由行,重庆4日3晚自由行,『放肆嗨•重庆』可自由组合包车玩市区（解放碑、磁器口、洪崖洞等）/大足石刻/武隆（仙女山、天坑地缝）『精选解放碑/洪崖洞商圈4钻酒店任选』5座/7座别克商务任选&可自选重庆两江夜游船票,重庆出发,614,4,1600,400元,×1.15,2300,,,,,"https://dimg04.c-ctrip.com/images/10020s000000hqkwh48D9_C_420_420.jpg?proc=crop/m_c,w_1815,h_1815,x_593,y_0,F2B9",
992,30586936,私家团,仙女山国家森林公园+武隆天生三桥+蚩尤九黎城+乌江画廊4日3晚私家团,【热销-咨询客服领至高400补贴】【拒绝拼车，1单1团，私享专车】行程随调，1v1微管家，好司机保驾护航，赠儿童门票，安逸走四川，巴适又好玩,重庆出发,3637,4,11000,400元,×1.15,13100,,,,,"https://dimg04.c-ctrip.com/images/0304e12000rp5amky5956_R_420_420.jpg?proc=crop/m_c,w_1280,h_1280,x_0,y_0,g_center,D261",成团保障
993,31818267,私家团,宜昌+长江三峡+重庆6日5晚私家团,过葛洲坝船闸&完整穿越长江三峡｜宿黄金邮轮180度江景阳台房+全程自助餐｜重庆市区精华线路4选1+赏重庆璀璨夜景,重庆出发,3426,6,10400,600元,×1.15,12600,,,,,"https://dimg04.c-ctrip.com/images/0305b12000rop53glA525_R_420_420.jpg?proc=crop/m_c,w_1280,h_1280,x_0,y_0,g_center,D261",成团保障
994,65479946,自由行,重庆5日4晚自由行,『放肆嗨•重庆』可自由组合包车玩市区（解放碑、磁器口、洪崖洞等）/大足石刻/武隆（仙女山、天坑地缝）『精选解放碑/洪崖洞商圈4钻酒店任选3晚连住』5座/7座别克商务任选&可自选重庆两江夜游船票,重庆出发,595,5,1600,500元,×1.15,2400,,,,5,https://dimg04.c-ctrip.com/images/0302t12000okg51hn6EBE_C_420_420.png,
995,35191366,自由行,重庆4日3晚自由行,『放肆嗨•重庆』可自由组合包车玩市区（解放碑、磁器口、洪崖洞等）/大足石刻/武隆（仙女山、天坑地缝）『精选解放碑/洪崖洞商圈4钻酒店任选3晚连住』5座/7座别克商务任选&可自选重庆两江夜游船票,重庆出发,484,4,1300,400元,×1.15,1900,,,,1,https://dimg04.c-ctrip.com/images/100d0y000000ltr6rA915_C_420_420.jpg,
996,31792128,私家团,宜昌+长江三峡+重庆6日5晚私家团,过葛洲坝船闸&完整穿越长江三峡｜宿世纪邮轮180度江景阳台房+全程自助餐｜重庆市区精华线路4选1+赏重庆璀璨夜景,重庆出发,5837,6,17800,600元,×1.15,21100,,,,,"https://dimg04.c-ctrip.com/images/0300412000mzlv88qCA8A_R_420_420.jpg?proc=crop/m_c,w_1280,h_1280,x_0,y_0,g_center,D261",成团保障
997,69603684,私家团,仙女山国家森林公园+武隆天生三桥+蚩尤九黎城+乌江画廊4日3晚私家团,【热销-咨询客服领至高400补贴】【拒绝拼车，1单1团，私享专车】行程随调，1v1微管家，好司机保驾护航，赠儿童门票，安逸走四川，巴适又好玩,重庆出发,3273,4,9900,400元,×1.15,11800,,,,,"https://dimg04.c-ctrip.com/images/0306f12000rp5bn58E4DE_R_420_420.jpg?proc=crop/m_c,w_1280,h_1280,x_0,y_0,g_center,D261",成团保障
998,30338634,私家团,重庆+仙女山国家森林公园+武隆天生三桥+乌江画廊5日4晚私家团,【热销-咨询客服领至高400补贴】【拒绝拼车，1单1团，私享专车】行程随调，1v1微管家，好司机保驾护航，赠儿童门票，安逸走四川，巴适又好玩,重庆出发,3138,5,9500,500元,×1.15,11500,,,,,"https://dimg04.c-ctrip.com/images/0306412000ro1grwo947E_R_420_420.jpg?proc=crop/m_c,w_1280,h_1280,x_0,y_0,g_center,D261",成团保障
999,69575232,自由行,重庆+长江三峡+宜昌4日3晚自由行,【美维系列邮轮·3晚连宿180度一线江景阳台房·全程中西自助餐|游轮含3景：三峡大坝+神女溪+双桂山|船游巫峡+瞿塘峡+夔门】重庆自由人·专属邮轮客服为您解疑/重庆登船,重庆出发,1973,4,5400,400元,×1.15,6600,,,,,https://dimg04.c-ctrip.com/images/0302g12000o7ij8xc9D24_C_420_420.png,
1000,65579929,自由行,重庆3日2晚自由行,出行正当时，抢先购·赠24H专车接送机『自选特色民宿/客栈/星级酒店 YYDS』特含一日市区经典游：磁器口古镇+李子坝+山城步道+三峡博物馆 | 微信管家贴心提示山城游玩攻略,重庆出发,592,3,1600,300元,×1.15,2100,,,,,https://dimg04.c-ctrip.com/images/0306p12000p1rqi57ACC2_C_420_420.png,
1001,62992994,自由行,重庆4日3晚自由行,"【跟着18楼少年逛吃重庆|2日包车赠接送站/机】3晚4钻&5钻口碑榜酒店任选|一单一团 精选当地好司机带您游山城重庆|TFBOYS同款牛肉面·蹄花汤·古镇鸡杂,喝一杯小凯家的奶茶,长江国际偶遇TF家族",重庆出发,769,4,2100,400元,×1.15,2800,,,,,"https://dimg04.c-ctrip.com/images/0305x12000nv0m3in0BB9_R_420_420.jpg?proc=crop/m_c,w_2000,h_2000,x_0,y_0,g_center,0D6C",
1002,58603166,自由行,长江三峡+巫峡+瞿塘峡4日3晚自由行,内河天花板#世纪系列游轮#高端电推科技『180度一线江景房+独立阳台#可选升级楼层+免费WIFI+码头行李搬运』中西自助·赠2夜宵+登船晚餐+长江三峡核心景区#1V1管家客服·放心游,重庆出发,3124,4,8500,400元,×1.15,10200,,,,10,"https://dimg04.c-ctrip.com/images/0300i12000sbomyso95D5_C_420_420.jpg?proc=crop/m_c,w_1500,h_1500,x_0,y_400,6908",
1003,31776170,私家团,重庆+长江三峡+恩施市8日7晚私家团,黄金游轮&指定180度一线江景阳台房，赠218元西兰卡普演出票，酒店房型+车型可选，1日行程自选|行程可调+大峡谷全景+长江三峡核心精华段,重庆出发,4767,8,14500,800元,×1.15,17500,,,,13,https://dimg04.c-ctrip.com/images/03003120008p2fxsqB75C_C_420_420.png,成团保障
1004,32032838,私家团,重庆+长江三峡+恩施市8日7晚私家团,世纪邮轮&宿一线江景阳台客房+中西自助餐+四景上岸游，恩施段独立包车游+赠218元西兰卡普演出+恩施大峡谷全景『恩施1日留白自选行程』,重庆出发,7298,8,22200,800元,×1.15,26400,,,,2,"https://dimg04.c-ctrip.com/images/0585w12000rj0gfs0514B_R_420_420.jpg?proc=crop/m_c,w_1280,h_1280,x_0,y_0,g_center,D261",成团保障
1005,69526804,私家团,重庆+武隆天生三桥+仙女山国家森林公园+蚩尤九黎城+乌江画廊+磁器口古镇+洪崖洞民俗风貌区5日4晚私家团,【全景巴渝 · 乐享山城】 武隆山水+乌江画廊+重庆网红地标 五钻纯玩5日,重庆出发,3465,5,10500,500元,×1.15,12600,,,,,"https://dimg04.c-ctrip.com/images/0HJ3712000rk4zd87D4B2_R_420_420.jpg?proc=crop/m_c,w_3024,h_3024,x_0,y_0,g_center,5861","免费退,成团保障"
1006,68353435,自由行,重庆南天湖景区+丰都雪玉洞景区2日1晚自由行,名湖度假酒店【双人套餐】,重庆出发,190,2,500,200元,×1.15,800,,,,,"https://dimg04.c-ctrip.com/images/0306212000r0vpvz98CFF_R_420_420.jpg?proc=crop/m_c,w_1500,h_1500,x_0,y_0,g_center,5344",
1007,69573836,私家团,重庆+武隆天生三桥+仙女山国家森林公园+蚩尤九黎城+乌江画廊+磁器口古镇+洪崖洞民俗风貌区5日4晚私家团,【全景巴渝 · 乐享山城】 武隆山水+乌江画廊+重庆网红地标 4钻纯玩5日,重庆出发,3165,5,9600,500元,×1.15,11600,,,,,https://dimg04.c-ctrip.com/images/0100h12000mr24w791355_C_420_420.jpg,"免费退,成团保障"
