序号,产品ID,类型,线路名称,副标题,出发地,携程价格,你的价格,评分,图片URL,标签,路线亮点（外国人关注）,你的专业评价
872,69150762,拼小团,重庆+成都+九寨沟+黄龙风景名胜区+三星堆博物馆7日6晚拼小团,川渝九寨·纯玩小团·熊猫基地三星堆含导游精讲|九寨动车|赠两江夜游船+旅拍+24h接送机,重庆出发,4294,12800,,/images/routes/route_69150762.jpg,"0购物,成团保障,0自费",Small group (max 8 pax) - more personal experience | Make friends with fellow travelers,小团灵活性高，我可以根据大家兴趣微调行程。
873,72421505,私家团,重庆+涪陵区3日2晚私家团,【重庆小众深度游】错峰私享小团，住 核心商圈 5 钻酒店，乘舒适商务车探秘武陵山大裂谷与 816 地下核工程+ 1 元惠购两江游船票,重庆出发,1945,7100,,/images/routes/route_72421505.jpg,成团保障,100% private - only you and your family/friends | Flexible itinerary - change plans anytime | Personal guide & driver at your service,私家团完全按你的节奏来，老人小孩也不用赶时间。
874,61855778,拼小团,成都+重庆+三星堆博物馆5日4晚拼小团,8人内精品小团+三星堆&都江堰导游精讲更深度+赠两江夜游船&川剧盖碗茶+24h接送机/站,重庆出发,2556,7700,,/images/routes/route_61855778.jpg,"0购物,成团保障,0自费",Small group (max 8 pax) - more personal experience | Make friends with fellow travelers,小团灵活性高，我可以根据大家兴趣微调行程。
875,64330507,自由行,武隆区+蚩尤九黎城+龚滩古镇乌江画廊+洪崖洞民俗风貌区6日5晚自由行,【精选核心商圈4钻/5钻酒店任意选】【精品车型任意选经济型5座/商务7座/商务9座等等】随心所欲，纯玩零购物/无进店,重庆出发,1816,6300,,/images/routes/route_64330507.jpg,,UNESCO World Heritage Site - stunning natural karst landscape | Featured in Transformers 4 movie location | Easy hiking with breathtaking views,武隆是重庆必去！建议穿舒适运动鞋，景区步道较多。 洪崖洞最佳拍照时间是日落后30分钟，灯光全开但未过热。
876,72302753,私家团,重庆+长江三峡+宜昌+武汉7日6晚私家团,咨询下单领优惠【豪华邮轮&一船览三峡】三大游轮任选&过双船闸&赏完整三峡·焕新行程+重庆五星酒店1晚+重庆上/武汉下,重庆出发,6363,23100,,/images/routes/route_72302753.jpg,成团保障,World-famous Three Gorges - once-in-a-lifetime cruise | Ancient Ba culture and cliff coffins | Luxury 5-star cruise ship with balcony rooms,私家团完全按你的节奏来，老人小孩也不用赶时间。
877,68753088,拼小团,成都+重庆+三星堆博物馆+峨眉山市+乐山大佛+成都大熊猫繁育研究基地6日5晚拼小团,经典成渝8人内小团·熊猫+三星堆+峨乐导游讲解|赠两江夜游&川剧变脸·盖碗茶+24h接送机,重庆出发,3904,11600,,/images/routes/route_68753088.jpg,"0购物,成团保障,0自费",Small group (max 8 pax) - more personal experience | Make friends with fellow travelers,小团灵活性高，我可以根据大家兴趣微调行程。
878,72416737,私家团,重庆+涪陵区5日4晚私家团,【重庆小众深度游】错峰私享小团，住 核心商圈 5 钻酒店，乘舒适商务车探秘武陵山大裂谷与 816 地下核工程，赠 24H 接送机 + 1 元惠购两江游船票,重庆出发,3004,11000,,/images/routes/route_72416737.jpg,成团保障,100% private - only you and your family/friends | Flexible itinerary - change plans anytime | Personal guide & driver at your service,私家团完全按你的节奏来，老人小孩也不用赶时间。
879,68748684,拼小团,成都+重庆+峨眉山市+三星堆博物馆+成都大熊猫繁育研究基地5日4晚拼小团,8人内小团+熊猫&三星堆&峨眉金顶导游讲解|赠两江夜游船&川剧盖碗茶|5钻酒店+24h接送机,重庆出发,3472,10300,,/images/routes/route_68748684.jpg,"0购物,成团保障,0自费",Small group (max 8 pax) - more personal experience | Make friends with fellow travelers,小团灵活性高，我可以根据大家兴趣微调行程。
880,61277969,自由行,重庆+武隆区4日3晚自由行,【精选核心商圈4钻/5钻酒店任意选】【精品车型任意选经济型5座/商务7座/商务9座等等】随心所欲想停就停想走就走/经典行程，纯玩无购物/无进店,重庆出发,959,3400,,/images/routes/route_61277969.jpg,无购物,UNESCO World Heritage Site - stunning natural karst landscape | Featured in Transformers 4 movie location | Easy hiking with breathtaking views,武隆是重庆必去！建议穿舒适运动鞋，景区步道较多。
881,63116197,自由行,中国重庆武隆天生三桥+龙水峡地缝+仙女山国家森林公园4日3晚自由行,【精选核心商圈4钻/5钻酒店任意选】【精品车型任意选经济型5座/商务7座/商务9座等等】随心所欲想停就停想走就走/经典行程，纯玩无购物/无进店,重庆出发,1066,3700,,/images/routes/route_63116197.jpg,无购物,UNESCO World Heritage Site - stunning natural karst landscape | Featured in Transformers 4 movie location | Easy hiking with breathtaking views,武隆是重庆必去！建议穿舒适运动鞋，景区步道较多。 龙水峡地缝较窄，夏季凉爽，是天然空调。
882,64794875,自由行,重庆+成都5日4晚自由行,『错峰出游·川渝专车接送+赠两江夜游船』【赠山城市区8人团1日游】含高铁/动车票·核心商圈酒店·重庆1晚+成都3晚·多种玩法任您定制·小车团/包车游·三星堆/峨眉山/乐山大佛/都江堰/熊猫等,重庆出发,1337,4700,,/images/routes/route_64794875.jpg,,Carefully selected top attractions | Professional English-speaking guide,这条路线经过精心挑选，适合大多数外国游客。 有任何特殊需求（饮食禁忌、行动不便等），提前告诉我。
883,61935970,拼小团,成都+重庆+四姑娘山景区+都江堰景区5日4晚拼小团,8人内小团+网红重庆赠两江夜游船&都江堰导游讲解|+全程4钻酒店&赠24h接送机/站,重庆出发,2281,6800,,/images/routes/route_61935970.jpg,"0购物,成团保障,0自费",Small group (max 8 pax) - more personal experience | Make friends with fellow travelers,小团灵活性高，我可以根据大家兴趣微调行程。
884,66990781,私家团,武隆区2日1晚私家团,节后错峰「降幅真的大」!咨询整单至高立减800元！【武隆全景·赠游船·免换乘】『渝版九层妖塔<九黎城>+<乌江画廊游船>+全景武隆<天坑+地缝>+东方‘小瑞士’<仙女山>免换乘』,重庆出发,1877,6700,,/images/routes/route_66990781.jpg,成团保障,UNESCO World Heritage Site - stunning natural karst landscape | Featured in Transformers 4 movie location | Easy hiking with breathtaking views,武隆是重庆必去！建议穿舒适运动鞋，景区步道较多。 私家团完全按你的节奏来，老人小孩也不用赶时间。
885,72548370,私家团,重庆+长江三峡+宜昌+武汉6日5晚私家团,咨询下单领优惠【豪华邮轮&一船览三峡】三大游轮任选&过双船闸&赏完整三峡·焕新行程+重庆五星酒店1晚+重庆上/武汉下,重庆出发,6113,22000,,/images/routes/route_72548370.jpg,成团保障,World-famous Three Gorges - once-in-a-lifetime cruise | Ancient Ba culture and cliff coffins | Luxury 5-star cruise ship with balcony rooms,私家团完全按你的节奏来，老人小孩也不用赶时间。
886,66860706,自由行,重庆6日5晚自由行,【精选核心商圈4钻/5钻酒店任意选】【精品车型经济型5座/商务7座/商务9座等等】随心所欲想停就停想走就走经典行程，纯玩无购物。,重庆出发,1453,5100,,/images/routes/route_66860706.jpg,无购物,Carefully selected top attractions | Professional English-speaking guide,这条路线经过精心挑选，适合大多数外国游客。 有任何特殊需求（饮食禁忌、行动不便等），提前告诉我。
887,62201475,拼小团,成都+重庆+三星堆博物馆5日4晚拼小团,成渝连线8人内精致小团·熊猫三星堆导游讲解+Citywalk+赠两江夜游·川剧变脸+24h接送机,重庆出发,2237,6700,,/images/routes/route_62201475.jpg,"0购物,成团保障,0自费",Small group (max 8 pax) - more personal experience | Make friends with fellow travelers,小团灵活性高，我可以根据大家兴趣微调行程。
888,72421870,私家团,重庆+涪陵区2日1晚私家团,【重庆小众深度游】错峰私享小团，住 核心商圈 5 钻酒店，乘舒适商务车探秘武陵山大裂谷与 816 地下核工程+ 1 元惠购两江游船票,重庆出发,1666,5900,,/images/routes/route_72421870.png,成团保障,100% private - only you and your family/friends | Flexible itinerary - change plans anytime | Personal guide & driver at your service,私家团完全按你的节奏来，老人小孩也不用赶时间。
889,62351025,拼小团,重庆+成都+九寨沟+峨眉山6日5晚拼小团,赠两江游船+旅拍8人纯玩小团|金顶+乐山大佛|保姆车&赠重庆+双流/天府24h专车接送机/站,重庆出发,3614,10800,,/images/routes/route_62351025.jpg,"0购物,成团保障,0自费",Small group (max 8 pax) - more personal experience | Make friends with fellow travelers,小团灵活性高，我可以根据大家兴趣微调行程。
890,66997585,自由行,重庆5日4晚自由行,【精选核心商圈4钻/5钻酒店任意选】【精品车型任意选经济型5座/商务7座/商务9座等等】随心所欲想停就停想走就走/经典行程，纯玩无购物/无进店,重庆出发,810,3100,,/images/routes/route_66997585.jpg,无购物,Carefully selected top attractions | Professional English-speaking guide,这条路线经过精心挑选，适合大多数外国游客。 有任何特殊需求（饮食禁忌、行动不便等），提前告诉我。
891,72568693,私家团,重庆+长江三峡+宜昌5日4晚私家团,咨询下单领优惠【2026年新船&长江行·揽月/极光】三峡升船机·船过三峡大坝·葛洲坝船闸&赏完整三峡·焕新行程+重庆5钻酒店1晚+重庆市区包车游,重庆出发,5931,21200,,/images/routes/route_72568693.jpg,成团保障,World-famous Three Gorges - once-in-a-lifetime cruise | Ancient Ba culture and cliff coffins | Luxury 5-star cruise ship with balcony rooms,私家团完全按你的节奏来，老人小孩也不用赶时间。
892,71294595,拼小团,重庆+成都+三星堆博物馆+都江堰+新都桥+墨石公园景区8日7晚拼小团,成渝川西8人小团·必消全含·满5人升独立成团+都江堰&熊猫&三星堆含导游讲解+24h接送机,重庆出发,4216,12700,,/images/routes/route_71294595.jpg,"0购物,成团保障,0自费",Small group (max 8 pax) - more personal experience | Make friends with fellow travelers,小团灵活性高，我可以根据大家兴趣微调行程。
893,72487436,私家团,重庆+彭水4日3晚私家团,暑期特惠 咨询客服立减188【咨询客服限时赠送两江夜游船票】『苗族九黎城+乌江画廊游船+重庆经典景点打卡：行程可调』24H专车接送机/站 |1单1团,重庆出发,2337,8600,,/images/routes/route_72487436.jpg,成团保障,100% private - only you and your family/friends | Flexible itinerary - change plans anytime | Personal guide & driver at your service,私家团完全按你的节奏来，老人小孩也不用赶时间。
894,71305290,拼小团,重庆+成都+三星堆博物馆+都江堰+新都桥+墨石公园景区8日7晚拼小团,成渝川西8人小团·必消全含·满5人升独立成团+都江堰&熊猫&三星堆含导游讲解+24h接送机,重庆出发,4860,14600,,/images/routes/route_71305290.jpg,"0购物,成团保障,0自费",Small group (max 8 pax) - more personal experience | Make friends with fellow travelers,小团灵活性高，我可以根据大家兴趣微调行程。
895,68201196,自由行,重庆5日4晚自由行,【精选核心商圈4钻/5钻酒店任意选】【精品车型任意选经济型5座/商务7座/商务9座等等】随心所欲想停就停想走就走经典行程，纯玩/零购物/无进店,重庆出发,1355,4800,,/images/routes/route_68201196.jpg,,Carefully selected top attractions | Professional English-speaking guide,这条路线经过精心挑选，适合大多数外国游客。 有任何特殊需求（饮食禁忌、行动不便等），提前告诉我。
896,68217819,自由行,重庆5日4晚自由行,【精选核心商圈4钻/5钻酒店任意选】【精品车型任意选经济型5座/商务7座/商务9座等等】随心所欲想停就停想走就走/经典行程，纯玩无购物/无进店,重庆出发,1007,3600,,/images/routes/route_68217819.jpg,无购物,Carefully selected top attractions | Professional English-speaking guide,这条路线经过精心挑选，适合大多数外国游客。 有任何特殊需求（饮食禁忌、行动不便等），提前告诉我。
